,File ID,English_name,Vocalization_type,Quality,Time,Date,X,Y,Year,year
40,111775,Rose-crested Blue Pipit,call,A,13.5,10/22/2012,129,112,2012,2012.0
41,110765,Rose-crested Blue Pipit,song,A,8:30,5/29/2012,146,111,2012,2012.0
42,106772,Rose-crested Blue Pipit,call,A,6:35,6/29/2012,149,151,2012,2012.0
43,105151,Rose-crested Blue Pipit,song,A,5:56,6/16/2012,127,118,2012,2012.0
44,89862,Rose-crested Blue Pipit,Song,A,6:15,4/28/1996,147,154,1996,1996.0
45,70544,Rose-crested Blue Pipit,call,A,am,2/28/2010,149,154,2010,2010.0
46,70543,Rose-crested Blue Pipit,call,A,am,2/28/2010,150,160,2010,2010.0
47,41283,Rose-crested Blue Pipit,call,A,11:00,10/12/2009,137,99,2009,2009.0
48,35964,Rose-crested Blue Pipit,call,A,15:30,9/30/2008,142,164,2008,2008.0
49,30397,Rose-crested Blue Pipit,song,A,8:00,2/22/2009,125,121,2009,2009.0
50,14877,Rose-crested Blue Pipit,song,A,5:35,7/1/2007,127,167,2007,2007.0
51,12122,Rose-crested Blue Pipit,song,A,6:00,4/7/2007,166,153,2007,2007.0
52,387405,Rose-crested Blue Pipit,call,B,10:00,9/18/2017,125,104,2017,2017.0
53,387403,Rose-crested Blue Pipit,call,B,10:00,9/18/2017,130,107,2017,2017.0
54,383970,Rose-crested Blue Pipit,song,B,?,5/13/2015,128,121,2015,2015.0
55,383446,Rose-crested Blue Pipit,call,B,9:30,8/18/2017,130,108,2017,2017.0
56,378584,Rose-crested Blue Pipit,song,B,15:00,7/1/2017,75,103,2017,2017.0
57,362922,Rose-crested Blue Pipit,call,B,6:12,4/25/2015,158,105,2015,2015.0
58,354538,Rose-crested Blue Pipit,call,B,8:10,2/5/2017,144,110,2017,2017.0
59,349700,Rose-crested Blue Pipit,call,B,11:00,12/28/2016,170,110,2016,2016.0
60,345802,Rose-crested Blue Pipit,song,B,8:04,4/8/2015,149,114,2015,2015.0
61,345801,Rose-crested Blue Pipit,call,B,6:45,8/10/2015,124,117,2015,2015.0
62,345797,Rose-crested Blue Pipit,call,B,6:43,8/10/2015,158,107,2015,2015.0
63,345796,Rose-crested Blue Pipit,call,B,14:39,1/3/2016,152,122,2016,2016.0
64,345795,Rose-crested Blue Pipit,call,B,7:52,10/24/2015,143,106,2015,2015.0
65,345564,Rose-crested Blue Pipit,call,B,14:45,1/3/2016,149,117,2016,2016.0
66,345563,Rose-crested Blue Pipit,call,B,14:18,1/3/2016,128,118,2016,2016.0
67,345562,Rose-crested Blue Pipit,call,B,8:53,3/31/2015,157,124,2015,2015.0
68,345561,Rose-crested Blue Pipit,call,B,13:01,12/25/2015,110,120,2015,2015.0
69,345560,Rose-crested Blue Pipit,call,B,11:41,12/25/2015,154,127,2015,2015.0
70,345559,Rose-crested Blue Pipit,call,B,11:40,12/25/2015,85,134,2015,2015.0
71,345558,Rose-crested Blue Pipit,call,B,11:40,12/25/2015,150,110,2015,2015.0
72,345557,Rose-crested Blue Pipit,call,B,11:39,12/25/2015,153,113,2015,2015.0
73,345556,Rose-crested Blue Pipit,call,B,7:44,8/10/2015,152,121,2015,2015.0
74,345555,Rose-crested Blue Pipit,call,B,7:32,8/10/2015,26,133,2015,2015.0
75,345554,Rose-crested Blue Pipit,song,B,8:59,8/9/2015,47,58,2015,2015.0
76,345553,Rose-crested Blue Pipit,song,B,9:38,4/20/2015,133,116,2015,2015.0
77,345552,Rose-crested Blue Pipit,song,B,9:34,4/20/2015,135,118,2015,2015.0
78,345550,Rose-crested Blue Pipit,call,B,14:39,1/3/2016,62,67,2016,2016.0
79,344091,Rose-crested Blue Pipit,song,B,7:00,5/26/2007,139,148,2007,2007.0
80,344090,Rose-crested Blue Pipit,song,B,7:00,6/1/2015,147,119,2015,2015.0
81,342729,Rose-crested Blue Pipit,call,B,10:35,11/13/2016,116,132,2016,2016.0
82,342417,Rose-crested Blue Pipit,call,B,10:00,11/11/2016,136,130,2016,2016.0
83,339833,Rose-crested Blue Pipit,call,B,12:30,10/23/2016,149,118,2016,2016.0
84,339832,Rose-crested Blue Pipit,call,B,12:30,10/23/2016,149,111,2016,2016.0
85,324018,Rose-crested Blue Pipit,song,B,7:30,6/9/2016,150,120,2016,2016.0
86,320496,Rose-crested Blue Pipit,song,B,10:30,4/14/2016,119,121,2016,2016.0
87,314104,Rose-crested Blue Pipit,song,B,12:30,4/28/2016,128,116,2016,2016.0
88,313778,Rose-crested Blue Pipit,song,B,11:45,4/24/2016,130,122,2016,2016.0
89,313073,Rose-crested Blue Pipit,call,B,10:29,4/14/2016,133,120,2016,2016.0
90,312968,Rose-crested Blue Pipit,call,B,7:12,4/19/2016,71,93,2016,2016.0
91,312965,Rose-crested Blue Pipit,call,B,7:11,4/19/2016,125,117,2016,2016.0
92,306344,Rose-crested Blue Pipit,song,B,19:00,3/6/2016,159,129,2016,2016.0
93,306343,Rose-crested Blue Pipit,call,B,19:00,3/6/2016,111,115,2016,2016.0
94,305761,Rose-crested Blue Pipit,song,B,10:30,2/28/2016,121,116,2016,2016.0
95,304180,Rose-crested Blue Pipit,song,B,18:04,2/20/2016,71,138,2016,2016.0
96,293918,Rose-crested Blue Pipit,"call, song",B,6:45,6/5/2015,109,114,2015,2015.0
97,293913,Rose-crested Blue Pipit,call,B,7:00,6/5/2015,45,64,2015,2015.0
98,291662,Rose-crested Blue Pipit,call,B,12:39,11/23/2015,152,119,2015,2015.0
99,291091,Rose-crested Blue Pipit,call,B,13:50,5/16/2015,134,123,2015,2015.0
100,291090,Rose-crested Blue Pipit,call,B,13:25,5/16/2015,137,109,2015,2015.0
101,278041,Rose-crested Blue Pipit,call,B,15:37,5/26/2015,66,81,2015,2015.0
102,277999,Rose-crested Blue Pipit,song,B,8:25,5/3/2015,123,129,2015,2015.0
103,261402,Rose-crested Blue Pipit,call,B,11:30,7/18/2015,147,121,2015,2015.0
104,256362,Rose-crested Blue Pipit,call,B,9:30,2/11/2015,137,138,2015,2015.0
105,255560,Rose-crested Blue Pipit,call,B,7:50,3/10/2015,115,129,2015,2015.0
106,233386,Rose-crested Blue Pipit,song,B,11:35,3/15/2015,130,114,2015,2015.0
107,233384,Rose-crested Blue Pipit,song,B,11:29,3/15/2015,120,118,2015,2015.0
108,232913,Rose-crested Blue Pipit,call,B,?,1/30/2010,126,109,2010,2010.0
109,216670,Rose-crested Blue Pipit,"call, song",B,8:00,4/19/2009,136,166,2009,2009.0
110,200110,Rose-crested Blue Pipit,call,B,9:28,10/25/2014,41,123,2014,2014.0
111,191515,Rose-crested Blue Pipit,song,B,8:00,7/6/2014,125,110,2014,2014.0
112,191476,Rose-crested Blue Pipit,song,B,8:30,7/3/2014,135,106,2014,2014.0
113,191418,Rose-crested Blue Pipit,song,B,9:00,7/2/2014,136,126,2014,2014.0
114,191417,Rose-crested Blue Pipit,call,B,9:00,7/2/2014,148,147,2014,2014.0
115,191416,Rose-crested Blue Pipit,call,B,9:00,7/2/2014,127,116,2014,2014.0
116,191415,Rose-crested Blue Pipit,call,B,9:00,7/2/2014,148,159,2014,2014.0
117,182666,Rose-crested Blue Pipit,call,B,7:30,4/29/2014,128,119,2014,2014.0
118,172485,Rose-crested Blue Pipit,song,B,20:50,5/8/2013,138,150,2013,2013.0
119,171853,Rose-crested Blue Pipit,song,B,6:00,5/28/2010,148,151,2010,2010.0
120,164634,Rose-crested Blue Pipit,call,B,9:00,1/12/2014,148,156,2014,2014.0
121,164631,Rose-crested Blue Pipit,call,B,9:00,1/12/2014,142,150,2014,2014.0
122,164499,Rose-crested Blue Pipit,song,B,?,5/3/1993,152,153,1993,1993.0
123,164230,Rose-crested Blue Pipit,call,B,8:00,1/11/2014,147,155,2014,2014.0
124,164203,Rose-crested Blue Pipit,call,B,6:00,4/30/2012,140,112,2012,2012.0
125,162568,Rose-crested Blue Pipit,call,B,8:10,5/26/2013,135,158,2013,2013.0
126,162565,Rose-crested Blue Pipit,call,B,21:16,5/25/2013,135,119,2013,2013.0
127,162562,Rose-crested Blue Pipit,?,B,21:15,5/25/2013,161,159,2013,2013.0
128,158163,Rose-crested Blue Pipit,call,B,10:30,12/18/2013,164,173,2013,2013.0
129,149220,Rose-crested Blue Pipit,song,B,6:57,6/9/2013,146,158,2013,2013.0
130,134979,Rose-crested Blue Pipit,song,B,7:00,5/6/2013,118,111,2013,2013.0
131,125879,Rose-crested Blue Pipit,call,B,8:30,2/4/2013,62,153,2013,2013.0
132,125878,Rose-crested Blue Pipit,call,B,8:30,2/4/2013,146,155,2013,2013.0
133,113144,Rose-crested Blue Pipit,call,B,14:00,10/6/2012,113,110,2012,2012.0
134,111776,Rose-crested Blue Pipit,call,B,13.58,10/22/2012,109,121,2012,2012.0
135,91352,Rose-crested Blue Pipit,song,B,5:30pm,4/23/2010,149,156,2010,2010.0
136,91351,Rose-crested Blue Pipit,song,B,5:30pm,4/23/2010,132,46,2010,2010.0
137,80749,Rose-crested Blue Pipit,Song,B,9:58,5/14/2011,146,156,2011,2011.0
138,68258,Rose-crested Blue Pipit,call,B,?:?,6/7/2005,128,120,2005,2005.0
139,59000,Rose-crested Blue Pipit,song,B,14:30,6/14/2010,146,154,2010,2010.0
140,53791,Rose-crested Blue Pipit,call,B,5:42pm,4/25/2010,140,115,2010,2010.0
141,53789,Rose-crested Blue Pipit,song,B,5:30pm,4/20/2010,125,118,2010,2010.0
142,43857,Rose-crested Blue Pipit,call,B,14:00,2/4/2010,134,152,2010,2010.0
143,41282,Rose-crested Blue Pipit,call,B,11:00,10/12/2009,145,151,2009,2009.0
144,34861,Rose-crested Blue Pipit,Song,B,10:45,5/23/2009,143,112,2009,2009.0
145,16969,Rose-crested Blue Pipit,Song,B,?,5/7/2007,149,150,2007,2007.0
146,11506,Rose-crested Blue Pipit,Song,B,?,2/27/2007,155,154,2007,2007.0
147,11505,Rose-crested Blue Pipit,call,B,?,2/2/2007,153,158,2007,2007.0
148,1201,Rose-crested Blue Pipit,song,B,?,6/20/1991,136,160,1991,1991.0
149,406172,Rose-crested Blue Pipit,song,C,5:40,6/7/2017,147,113,2017,2017.0
150,395927,Rose-crested Blue Pipit,call,C,12:30,11/23/2017,137,111,2017,2017.0
151,378131,Rose-crested Blue Pipit,call,C,23:30,6/22/2017,131,119,2017,2017.0
152,363136,Rose-crested Blue Pipit,call,C,9:00,4/4/2017,139,114,2017,2017.0
153,295352,Rose-crested Blue Pipit,call,C,9:30,12/11/2015,129,117,2015,2015.0
154,294798,Rose-crested Blue Pipit,call,C,8:00,12/12/2015,113,114,2015,2015.0
155,288915,Rose-crested Blue Pipit,song,C,9:30,3/19/2015,120,111,2015,2015.0
156,282616,Rose-crested Blue Pipit,song,C,6:52,4/7/2015,134,116,2015,2015.0
157,278001,Rose-crested Blue Pipit,call,C,8:27,5/3/2015,143,115,2015,2015.0
158,277998,Rose-crested Blue Pipit,song,C,8:20,5/3/2015,128,117,2015,2015.0
159,237009,Rose-crested Blue Pipit,"call, song",C,9:30,4/21/2015,106,138,2015,2015.0
160,237005,Rose-crested Blue Pipit,song,C,9:40,4/21/2015,127,117,2015,2015.0
161,222806,Rose-crested Blue Pipit,song,C,8:10,2/15/2007,147,157,2007,2007.0
162,222805,Rose-crested Blue Pipit,song,C,10:00,6/11/2000,148,154,2000,2000.0
163,222804,Rose-crested Blue Pipit,song,C,12:00,4/18/2003,144,178,2003,2003.0
164,222803,Rose-crested Blue Pipit,song,C,6:00,4/5/1998,125,116,1998,1998.0
165,206618,Rose-crested Blue Pipit,song,C,15:00,5/24/2014,133,109,2014,2014.0
166,182663,Rose-crested Blue Pipit,call,C,7:30,4/29/2014,131,125,2014,2014.0
167,169033,Rose-crested Blue Pipit,call,C,10:00,9/9/2011,125,122,2011,2011.0
168,161630,Rose-crested Blue Pipit,song,C,10:00,12/28/2013,130,120,2013,2013.0
169,160293,Rose-crested Blue Pipit,song,C,6:58,5/4/2013,147,154,2013,2013.0
170,150457,Rose-crested Blue Pipit,call,C,9:00,10/13/2013,161,141,2013,2013.0
171,134755,Rose-crested Blue Pipit,song,C,11:00,5/24/2013,145,154,2013,2013.0
172,125402,Rose-crested Blue Pipit,song,C,9:00,3/17/2013,151,166,2013,2013.0
173,111777,Rose-crested Blue Pipit,call,C,10.34am,10/22/2012,127,117,2012,2012.0
174,91847,Rose-crested Blue Pipit,song,C,8:00,12/1/2011,80,125,2011,2011.0
175,91845,Rose-crested Blue Pipit,call,C,8:00,12/1/2011,132,150,2011,2011.0
176,63086,Rose-crested Blue Pipit,call,C,8:46,10/9/2010,138,161,2010,2010.0
177,56867,Rose-crested Blue Pipit,Song,C,13.3,6/25/2010,135,120,2010,2010.0
178,18969,Rose-crested Blue Pipit,song,C,8:00,12/22/2007,99,127,2007,2007.0
179,371525,Rose-crested Blue Pipit,"call, song",D,14:59,4/23/2017,109,134,2017,2017.0
180,345551,Rose-crested Blue Pipit,song,D,9:34,2/10/2016,124,111,2016,2016.0
181,325274,Rose-crested Blue Pipit,song,D,20:30,6/23/2016,140,114,2016,2016.0
182,174364,Rose-crested Blue Pipit,song,D,12:00,4/13/2014,130,139,2014,2014.0
183,28993,Rose-crested Blue Pipit,song,D,?,5/6/2007,122,129,2007,2007.0
184,18970,Rose-crested Blue Pipit,song,D,8:00,12/22/2007,104,123,2007,2007.0
185,306340,Rose-crested Blue Pipit,song,E,13:00,3/8/2016,104,124,2016,2016.0
186,347750,Blue-collared Zipper,call,no score,16:00,8/21/2016,46,62,2016,2016.0
187,325753,Blue-collared Zipper,call,no score,7:00,8/31/2011,24,139,2011,2011.0
188,176506,Blue-collared Zipper,call,no score,16:17,9/26/2010,46,62,2010,2010.0
189,374413,Blue-collared Zipper,call,A,16:49,2/3/2017,60,71,2017,2017.0
190,347893,Blue-collared Zipper,"call, song",A,9:30,12/21/2013,44,63,2013,2013.0
191,341352,Blue-collared Zipper,song,A,8:00,2/22/2016,152,34,2016,2016.0
192,274462,Blue-collared Zipper,call,A,17:05,3/15/2010,60,76,2010,2010.0
193,260444,Blue-collared Zipper,call,A,?,3/4/1998,43,74,1998,1998.0
195,239025,Blue-collared Zipper,call,A,?,11/29/1990,47,64,1990,1990.0
196,239023,Blue-collared Zipper,call,A,6:30,2/22/1996,147,153,1996,1996.0
197,239022,Blue-collared Zipper,call,A,6:40,12/19/1991,44,66,1991,1991.0
198,239019,Blue-collared Zipper,call,A,6:24,12/11/1990,68,151,1990,1990.0
199,239018,Blue-collared Zipper,call,A,7:30,11/15/1992,49,61,1992,1992.0
200,230054,Blue-collared Zipper,call,A,11:00,4/16/2003,32,135,2003,2003.0
201,189831,Blue-collared Zipper,call,A,18:30,7/31/2014,84,138,2014,2014.0
202,183581,Blue-collared Zipper,call,A,18:00,5/24/2014,31,136,2014,2014.0
203,167890,Blue-collared Zipper,"call, song",A,16:00,1/22/2014,137,36,2014,2014.0
204,116387,Blue-collared Zipper,call,A,16:50,10/4/2012,150,144,2012,2012.0
205,48782,Blue-collared Zipper,Song,A,?,3/28/2005,46,64,2005,2005.0
206,30074,Blue-collared Zipper,call,A,?,6/10/2004,64,147,2004,2004.0
207,6135,Blue-collared Zipper,song,A,?,3/25/2005,47,64,2005,2005.0
208,3371,Blue-collared Zipper,call,A,10:37,6/6/1996,32,138,1996,1996.0
209,273667,Blue-collared Zipper,call,B,16:00,1/2/2010,45,65,2010,2010.0
210,254122,Blue-collared Zipper,call,B,0:00,3/14/2003,84,140,2003,2003.0
211,251570,Blue-collared Zipper,call,B,12:30,11/27/2004,129,120,2004,2004.0
212,251569,Blue-collared Zipper,call,B,12:10,11/27/2004,49,61,2004,2004.0
213,251568,Blue-collared Zipper,call,B,13:20,11/10/2004,80,132,2004,2004.0
214,239021,Blue-collared Zipper,call,B,6:38,12/19/1991,92,121,1991,1991.0
215,239020,Blue-collared Zipper,call,B,6:39,9/4/1991,45,64,1991,1991.0
216,230060,Blue-collared Zipper,call,B,17:00,6/5/2000,45,65,2000,2000.0
217,230059,Blue-collared Zipper,call,B,17:00,6/5/2000,56,58,2000,2000.0
218,230058,Blue-collared Zipper,call,B,10:45,4/16/2003,47,63,2003,2003.0
219,230057,Blue-collared Zipper,call,B,16:00,4/19/1997,139,45,1997,1997.0
220,230056,Blue-collared Zipper,call,B,18:00,7/28/2000,67,156,2000,2000.0
221,230055,Blue-collared Zipper,call,B,16:00,2/14/2006,45,66,2006,2006.0
222,211636,Blue-collared Zipper,call,B,14:30,12/16/2014,50,63,2014,2014.0
223,181434,Blue-collared Zipper,song,B,16:30,11/16/2013,46,70,2013,2013.0
224,166768,Blue-collared Zipper,call,B,10:00,1/22/2014,46,65,2014,2014.0
225,146158,Blue-collared Zipper,song,B,11:00,2/21/2013,47,66,2013,2013.0
226,122690,Blue-collared Zipper,call,B,8:00,1/28/2013,45,65,2013,2013.0
227,116386,Blue-collared Zipper,call,B,16:50,10/4/2012,46,64,2012,2012.0
228,95988,Blue-collared Zipper,song,B,9:33,2/13/2012,50,56,2012,2012.0
229,85427,Blue-collared Zipper,call,B,15:50,10/30/2002,47,65,2002,2002.0
230,74792,Blue-collared Zipper,call,B,18:20,8/1/1997,46,35,1997,1997.0
231,74191,Blue-collared Zipper,song,B,15:20,10/3/2006,82,138,2006,2006.0
232,52081,Blue-collared Zipper,song,B,?:?,3/29/2005,31,58,2005,2005.0
234,41940,Blue-collared Zipper,song,B,?,11/2/2009,46,60,2009,2009.0
235,24011,Blue-collared Zipper,song,B,13:00,10/18/2008,50,59,2008,2008.0
236,13297,Blue-collared Zipper,call,B,?,2/25/2003,129,58,2003,2003.0
237,326954,Blue-collared Zipper,call,C,8:00,4/25/2016,45,65,2016,2016.0
238,251567,Blue-collared Zipper,call,C,12:00,3/11/2007,50,60,2007,2007.0
239,251566,Blue-collared Zipper,call,C,14:00,9/12/2005,53,61,2005,2005.0
240,230061,Blue-collared Zipper,call,C,9:00,1/5/2008,143,111,2008,2008.0
241,162080,Blue-collared Zipper,call,C,16:11,12/10/2013,47,62,2013,2013.0
242,158745,Blue-collared Zipper,call,C,9:30,12/16/2013,45,67,2013,2013.0
243,131815,Blue-collared Zipper,call,C,11:00,12/17/2007,85,105,2007,2007.0
244,113765,Blue-collared Zipper,song,C,11:00,9/16/2011,125,116,2011,2011.0
245,95987,Blue-collared Zipper,song,C,9:33,2/13/2012,44,64,2012,2012.0
246,61917,Blue-collared Zipper,call,C,6:28,8/24/2010,120,113,2010,2010.0
247,15843,Blue-collared Zipper,call,C,11:15,8/15/2007,49,57,2007,2007.0
248,12273,Blue-collared Zipper,call,C,13:33,4/8/2003,23,138,2003,2003.0
249,8370,Blue-collared Zipper,call,C,16:00,9/26/2006,48,63,2006,2006.0
250,339830,Blue-collared Zipper,call,D,10:37,10/8/2003,31,136,2003,2003.0
251,326977,Blue-collared Zipper,call,D,11:30,5/27/2016,95,141,2016,2016.0
252,112599,Blue-collared Zipper,song,D,6:04,10/23/2012,45,68,2012,2012.0
253,394751,Bombadil,"call, song",A,6:50,7/3/2017,79,144,2017,2017.0
254,389979,Bombadil,call,A,9:34,5/27/2017,86,136,2017,2017.0
255,388172,Bombadil,song,A,17:31,5/20/2017,69,154,2017,2017.0
256,381414,Bombadil,song,A,17:04,6/1/2017,78,136,2017,2017.0
257,381413,Bombadil,song,A,17:03,6/1/2017,78,156,2017,2017.0
258,373488,Bombadil,song,A,15:30,6/1/2017,69,154,2017,2017.0
259,372594,Bombadil,song,A,7:00,5/20/2017,69,150,2017,2017.0
260,333314,Bombadil,song,A,16:03,6/25/2016,80,137,2016,2016.0
261,318350,Bombadil,song,A,17:25,5/24/2016,67,144,2016,2016.0
262,318349,Bombadil,song,A,17:23,5/24/2016,144,43,2016,2016.0
263,317206,Bombadil,call,A,2:30,5/14/2016,71,143,2016,2016.0
264,314298,Bombadil,song,A,12:30,4/30/2016,66,154,2016,2016.0
265,313482,Bombadil,song,A,11:30,4/23/2016,68,144,2016,2016.0
266,296888,Bombadil,"call, song",A,9:42,5/18/2012,71,143,2012,2012.0
267,296886,Bombadil,song,A,11:57,5/18/2011,74,133,2011,2011.0
268,296883,Bombadil,song,A,13:21,5/29/2011,78,156,2011,2011.0
269,292085,Bombadil,song,A,17:00,5/18/2008,58,165,2008,2008.0
270,246112,Bombadil,song,A,18:45,5/26/2015,77,135,2015,2015.0
271,206157,Bombadil,song,A,5:00,6/13/2014,66,154,2014,2014.0
272,185815,Bombadil,song,A,20:30,6/6/2014,70,160,2014,2014.0
273,185814,Bombadil,song,A,20:26,6/6/2014,58,86,2014,2014.0
274,185812,Bombadil,song,A,20:17,6/6/2014,57,154,2014,2014.0
275,185521,Bombadil,song,A,5:18,6/6/2014,66,135,2014,2014.0
276,185518,Bombadil,song,A,5:24,6/6/2014,70,140,2014,2014.0
277,182689,Bombadil,call,A,11:35,5/25/2014,69,155,2014,2014.0
278,180230,Bombadil,song,A,18:00,5/28/2014,85,145,2014,2014.0
279,178244,Bombadil,"call, song",A,10:00,5/14/2014,64,152,2014,2014.0
280,177472,Bombadil,song,A,6:00,5/6/2014,67,154,2014,2014.0
281,177471,Bombadil,song,A,6:00,5/6/2014,73,144,2014,2014.0
282,160543,Bombadil,song,A,7:42,5/21/2013,65,134,2013,2013.0
283,155548,Bombadil,song,A,7:30,5/19/2013,64,146,2013,2013.0
284,147289,Bombadil,call,A,8:44,9/4/2013,74,156,2013,2013.0
285,100089,Bombadil,song,A,9:30am,4/22/2012,81,164,2012,2012.0
286,59146,Bombadil,Song,A,8:40,5/7/2010,67,161,2010,2010.0
287,59127,Bombadil,Song,A,14:20,5/4/2010,68,160,2010,2010.0
288,50596,Bombadil,song,A,?:?,2/12/2007,86,131,2007,2007.0
289,48651,Bombadil,song,A,11:00,5/4/2010,67,153,2010,2010.0
290,48268,Bombadil,song,A,10:40,5/2/2010,83,135,2010,2010.0
293,13792,Bombadil,song,A,5:45,6/9/2007,84,179,2007,2007.0
294,388171,Bombadil,call,B,17:28,5/20/2017,72,142,2017,2017.0
295,337963,Bombadil,call,B,9:01,7/1/2016,74,141,2016,2016.0
296,337962,Bombadil,call,B,8:50,7/1/2016,35,81,2016,2016.0
297,328931,Bombadil,song,B,10:00,6/9/2015,80,146,2015,2015.0
298,326730,Bombadil,call,B,7:32,6/18/2016,61,158,2016,2016.0
299,319716,Bombadil,song,B,15:00,5/29/2016,69,155,2016,2016.0
300,317040,Bombadil,song,B,15:00,5/7/2016,73,142,2016,2016.0
301,314099,Bombadil,song,B,10:30,4/28/2016,74,136,2016,2016.0
302,313534,Bombadil,song,B,9:00,4/22/2016,83,139,2016,2016.0
303,296892,Bombadil,call,B,8:35,5/18/2012,65,149,2012,2012.0
304,296887,Bombadil,"call, song",B,11:53,5/18/2011,77,140,2011,2011.0
305,296884,Bombadil,"call, song",B,12:46,5/18/2011,75,130,2011,2011.0
306,278928,Bombadil,call,B,6:30,9/10/2015,75,136,2015,2015.0
307,278925,Bombadil,call,B,8:38,9/12/2015,58,163,2015,2015.0
308,278828,Bombadil,call,B,7:07,9/12/2015,57,158,2015,2015.0
309,278827,Bombadil,call,B,7:04,9/12/2015,72,154,2015,2015.0
310,254449,Bombadil,"call, song",B,18:00,6/28/2015,67,153,2015,2015.0
311,253399,Bombadil,song,B,8:07,5/31/2015,77,150,2015,2015.0
312,246110,Bombadil,song,B,18:00,5/26/2015,74,165,2015,2015.0
313,237361,Bombadil,song,B,9:30,4/26/2015,68,163,2015,2015.0
314,206183,Bombadil,song,B,6:00,6/13/2014,58,131,2014,2014.0
315,199590,Bombadil,call,B,7:00,7/18/2014,84,152,2014,2014.0
316,185821,Bombadil,song,B,20:56,6/6/2014,70,155,2014,2014.0
317,185819,Bombadil,"call, song",B,20:19,6/6/2014,89,158,2014,2014.0
318,185817,Bombadil,song,B,21:29,6/6/2014,82,148,2014,2014.0
319,179962,Bombadil,call,B,10:25,5/24/2014,72,154,2014,2014.0
320,179961,Bombadil,song,B,10:13,5/24/2014,61,163,2014,2014.0
321,179960,Bombadil,call,B,10:03,5/24/2014,73,152,2014,2014.0
